Source,State,County,GEO_ID,Year,Sector,Industry,Establishments,Employment,Wages,GDP
ENOW,Maine,York,23031,2012,Tourism & Recreation,All Industries,619,7640,156758202,320440069
ENOW,Maine,York,23031,2012,Transportation,All Industries,,,,
ENOW,Maine,York,23031,2011,Construction,All Industries,6,25,1305472,2334091
ENOW,Maine,York,23031,2011,Living Resources,All Industries,14,69,1701007,4202186
ENOW,Maine,York,23031,2011,Minerals,All Industries,7,30,1296852,
ENOW,Maine,York,23031,2011,Ship & Boat Building,All Industries,4,4578,388555196,403024493
ENOW,Maine,York,23031,2011,Tourism & Recreation,All Industries,612,7454,150645969,295156799
ENOW,Maine,York,23031,2011,Transportation,All Industries,,,,
ENOW,Maine,York,23031,2010,Construction,All Industries,,,,
ENOW,Maine,York,23031,2010,Living Resources,All Industries,15,24,881902,2696169
ENOW,Maine,York,23031,2010,Minerals,All Industries,4,8,354860,
ENOW,Maine,York,23031,2010,Ship & Boat Building,All Industries,5,4587,393215655,410811485
ENOW,Maine,York,23031,2010,Tourism & Recreation,All Industries,562,7188,147940449,282378634
ENOW,Maine,York,23031,2010,Transportation,All Industries,7,320,15520365,20528117
ENOW,Maine,York,23031,2009,Construction,All Industries,,,,
ENOW,Maine,York,23031,2009,Living Resources,All Industries,14,47,959659,1934837
ENOW,Maine,York,23031,2009,Minerals,All Industries,,,,
ENOW,Maine,York,23031,2009,Ship & Boat Building,All Industries,6,4497,387964342,384851429
ENOW,Maine,York,23031,2009,Tourism & Recreation,All Industries,529,6501,131508571,263481518
ENOW,Maine,York,23031,2009,Transportation,All Industries,9,318,15834814,20320989
ENOW,Maine,York,23031,2008,Construction,All Industries,,,,
ENOW,Maine,York,23031,2008,Living Resources,All Industries,16,49,967007,1972637
ENOW,Maine,York,23031,2008,Minerals,All Industries,,,,
ENOW,Maine,York,23031,2008,Ship & Boat Building,All Industries,6,4221,369089550,380864571
ENOW,Maine,York,23031,2008,Tourism & Recreation,All Industries,522,6445,132843964,284456340
ENOW,Maine,York,23031,2008,Transportation,All Industries,8,343,16191571,20582578
ENOW,Maine,York,23031,2007,Construction,All Industries,,,,
ENOW,Maine,York,23031,2007,Living Resources,All Industries,16,55,1097447,2154151
ENOW,Maine,York,23031,2007,Minerals,All Industries,,,,
ENOW,Maine,York,23031,2007,Ship & Boat Building,All Industries,6,4142,383598426,384742204
ENOW,Maine,York,23031,2007,Tourism & Recreation,All Industries,514,6581,139679669,310962081
ENOW,Maine,York,23031,2007,Transportation,All Industries,6,291,12781751,27084427
ENOW,Maine,York,23031,2006,Construction,All Industries,,,,
ENOW,Maine,York,23031,2006,Living Resources,All Industries,16,48,968141,2031820
ENOW,Maine,York,23031,2006,Minerals,All Industries,,,,
ENOW,Maine,York,23031,2006,Ship & Boat Building,All Industries,6,4220,363996361,378106488
ENOW,Maine,York,23031,2006,Tourism & Recreation,All Industries,523,6138,131068127,309616583
ENOW,Maine,York,23031,2006,Transportation,All Industries,,,,
ENOW,Maine,York,23031,2005,Construction,All Industries,,,,
ENOW,Maine,York,23031,2005,Living Resources,All Industries,16,49,1114215,2335040
ENOW,Maine,York,23031,2005,Minerals,All Industries,,,,
ENOW,Maine,York,23031,2005,Ship & Boat Building,All Industries,6,4208,370303413,365180657
ENOW,Maine,York,23031,2005,Tourism & Recreation,All Industries,550,6116,129170640,307368339
ENOW,Maine,York,23031,2005,Transportation,All Industries,,,,
ENOW,Virginia,York,51199,2019,Construction,All Industries,,,,
ENOW,Virginia,York,51199,2019,Living Resources,All Industries,,,,
ENOW,Virginia,York,51199,2019,Minerals,All Industries,,,,
ENOW,Virginia,York,51199,2019,Ship & Boat Building,All Industries,,,,
ENOW,Virginia,York,51199,2019,Tourism & Recreation,All Industries,169,3351,64550244,114004675
ENOW,Virginia,York,51199,2019,Transportation,All Industries,,,,
ENOW,Virginia,York,51199,2018,Construction,All Industries,,,,
ENOW,Virginia,York,51199,2018,Living Resources,All Industries,6,26,846970,2047073
ENOW,Virginia,York,51199,2018,Minerals,All Industries,,,,
ENOW,Virginia,York,51199,2018,Ship & Boat Building,All Industries,,,,
ENOW,Virginia,York,51199,2018,Tourism & Recreation,All Industries,169,3387,64641348,115249567
ENOW,Virginia,York,51199,2018,Transportation,All Industries,,,,
ENOW,Virginia,York,51199,2017,Construction,All Industries,,,,
ENOW,Virginia,York,51199,2017,Living Resources,All Industries,6,16,553220,1324109
ENOW,Virginia,York,51199,2017,Minerals,All Industries,,,,
ENOW,Virginia,York,51199,2017,Ship & Boat Building,All Industries,,,,
ENOW,Virginia,York,51199,2017,Tourism & Recreation,All Industries,172,3465,64318850,118261765
ENOW,Virginia,York,51199,2017,Transportation,All Industries,,,,
ENOW,Virginia,York,51199,2016,Construction,All Industries,,,,
ENOW,Virginia,York,51199,2016,Living Resources,All Industries,8,17,586744,1397810
ENOW,Virginia,York,51199,2016,Minerals,All Industries,,,,
ENOW,Virginia,York,51199,2016,Ship & Boat Building,All Industries,,,,
ENOW,Virginia,York,51199,2016,Tourism & Recreation,All Industries,170,3551,64841418,118847531
ENOW,Virginia,York,51199,2016,Transportation,All Industries,,,,
ENOW,Virginia,York,51199,2015,Construction,All Industries,,,,
ENOW,Virginia,York,51199,2015,Living Resources,All Industries,,,,
ENOW,Virginia,York,51199,2015,Minerals,All Industries,,,,
ENOW,Virginia,York,51199,2015,Ship & Boat Building,All Industries,,,,
ENOW,Virginia,York,51199,2015,Tourism & Recreation,All Industries,160,3433,61629815,108695765
ENOW,Virginia,York,51199,2015,Transportation,All Industries,,,,
ENOW,Virginia,York,51199,2014,Construction,All Industries,,,,
ENOW,Virginia,York,51199,2014,Living Resources,All Industries,,,,
ENOW,Virginia,York,51199,2014,Minerals,All Industries,,,,
ENOW,Virginia,York,51199,2014,Ship & Boat Building,All Industries,,,,
ENOW,Virginia,York,51199,2014,Tourism & Recreation,All Industries,162,3464,59904567,106676681
ENOW,Virginia,York,51199,2014,Transportation,All Industries,,,,
ENOW,Virginia,York,51199,2013,Construction,All Industries,,,,
ENOW,Virginia,York,51199,2013,Living Resources,All Industries,,,,
ENOW,Virginia,York,51199,2013,Minerals,All Industries,,,,
ENOW,Virginia,York,51199,2013,Ship & Boat Building,All Industries,,,,
ENOW,Virginia,York,51199,2013,Tourism & Recreation,All Industries,161,3515,60167552,108327785
ENOW,Virginia,York,51199,2013,Transportation,All Industries,,,,
ENOW,Virginia,York,51199,2012,Construction,All Industries,,,,
ENOW,Virginia,York,51199,2012,Living Resources,All Industries,,,,
ENOW,Virginia,York,51199,2012,Minerals,All Industries,,,,
ENOW,Virginia,York,51199,2012,Ship & Boat Building,All Industries,,,,
ENOW,Virginia,York,51199,2012,Tourism & Recreation,All Industries,158,2408,39409540,63368897
ENOW,Virginia,York,51199,2012,Transportation,All Industries,,,,
ENOW,Virginia,York,51199,2011,Construction,All Industries,,,,
ENOW,Virginia,York,51199,2011,Living Resources,All Industries,,,,
ENOW,Virginia,York,51199,2011,Minerals,All Industries,,,,
ENOW,Virginia,York,51199,2011,Ship & Boat Building,All Industries,,,,
ENOW,Virginia,York,51199,2011,Tourism & Recreation,All Industries,161,2422,38309618,71109228
ENOW,Virginia,York,51199,2011,Transportation,All Industries,,,,
ENOW,Virginia,York,51199,2010,Construction,All Industries,,,,
ENOW,Virginia,York,51199,2010,Living Resources,All Industries,,,,
ENOW,Virginia,York,51199,2010,Minerals,All Industries,,,,
ENOW,Virginia,York,51199,2010,Ship & Boat Building,All Industries,,,,
ENOW,Virginia,York,51199,2010,Tourism & Recreation,All Industries,162,2409,39560007,72452280
ENOW,Virginia,York,51199,2010,Transportation,All Industries,,,,
ENOW,Virginia,York,51199,2009,Construction,All Industries,,,,
ENOW,Virginia,York,51199,2009,Living Resources,All Industries,,,,
ENOW,Virginia,York,51199,2009,Minerals,All Industries,,,,
ENOW,Virginia,York,51199,2009,Ship & Boat Building,All Industries,,,,
ENOW,Virginia,York,51199,2009,Tourism & Recreation,All Industries,160,1288,20101330,37089707
ENOW,Virginia,York,51199,2009,Transportation,All Industries,,,,
ENOW,Virginia,York,51199,2008,Construction,All Industries,,,,
ENOW,Virginia,York,51199,2008,Living Resources,All Industries,,,,
ENOW,Virginia,York,51199,2008,Minerals,All Industries,,,,
ENOW,Virginia,York,51199,2008,Ship & Boat Building,All Industries,,,,
ENOW,Virginia,York,51199,2008,Tourism & Recreation,All Industries,152,1276,19568945,37403632
ENOW,Virginia,York,51199,2008,Transportation,All Industries,,,,
ENOW,Virginia,York,51199,2007,Construction,All Industries,,,,
ENOW,Virginia,York,51199,2007,Living Resources,All Industries,,,,
ENOW,Virginia,York,51199,2007,Minerals,All Industries,,,,
ENOW,Virginia,York,51199,2007,Ship & Boat Building,All Industries,,,,
ENOW,Virginia,York,51199,2007,Tourism & Recreation,All Industries,143,2176,36083365,69651006
ENOW,Virginia,York,51199,2007,Transportation,All Industries,,,,
ENOW,Virginia,York,51199,2006,Construction,All Industries,,,,
ENOW,Virginia,York,51199,2006,Living Resources,All Industries,4,10,687569,2361700
ENOW,Virginia,York,51199,2006,Minerals,All Industries,,,,
ENOW,Virginia,York,51199,2006,Ship & Boat Building,All Industries,,,,
ENOW,Virginia,York,51199,2006,Tourism & Recreation,All Industries,133,2076,32627401,67149560
ENOW,Virginia,York,51199,2006,Transportation,All Industries,,,,
ENOW,Virginia,York,51199,2005,Construction,All Industries,,,,
ENOW,Virginia,York,51199,2005,Living Resources,All Industries,,,,
ENOW,Virginia,York,51199,2005,Minerals,All Industries,,,,
ENOW,Virginia,York,51199,2005,Ship & Boat Building,All Industries,,,,
ENOW,Virginia,York,51199,2005,Tourism & Recreation,All Industries,129,2057,31663577,66995357
ENOW,Virginia,York,51199,2005,Transportation,All Industries,,,,
ENOW,California,Yolo,6113,2019,Construction,All Industries,3,9,586972,827685
ENOW,California,Yolo,6113,2019,Living Resources,All Industries,,,,
ENOW,California,Yolo,6113,2019,Minerals,All Industries,10,49,5788013,20141085
ENOW,California,Yolo,6113,2019,Ship & Boat Building,All Industries,,,,
ENOW,California,Yolo,6113,2019,Tourism & Recreation,All Industries,,,,
ENOW,California,Yolo,6113,2019,Transportation,All Industries,19,2584,117050886,161705707
ENOW,California,Yolo,6113,2018,Construction,All Industries,3,17,1341441,1980886
ENOW,California,Yolo,6113,2018,Living Resources,All Industries,,,,
ENOW,California,Yolo,6113,2018,Minerals,All Industries,10,49,5197535,18827612
ENOW,California,Yolo,6113,2018,Ship & Boat Building,All Industries,,,,
ENOW,California,Yolo,6113,2018,Tourism & Recreation,All Industries,,,,
ENOW,California,Yolo,6113,2018,Transportation,All Industries,19,2033,92194215,125608903
ENOW,California,Yolo,6113,2017,Construction,All Industries,3,20,2142929,3270901
ENOW,California,Yolo,6113,2017,Living Resources,All Industries,,,,
ENOW,California,Yolo,6113,2017,Minerals,All Industries,11,48,4769555,15172940
ENOW,California,Yolo,6113,2017,Ship & Boat Building,All Industries,,,,
ENOW,California,Yolo,6113,2017,Tourism & Recreation,All Industries,,,,
ENOW,California,Yolo,6113,2017,Transportation,All Industries,19,1994,88091101,122827278
ENOW,California,Yolo,6113,2016,Construction,All Industries,,,,
ENOW,California,Yolo,6113,2016,Living Resources,All Industries,,,,
ENOW,California,Yolo,6113,2016,Minerals,All Industries,12,63,5040633,14040739
ENOW,California,Yolo,6113,2016,Ship & Boat Building,All Industries,,,,
ENOW,California,Yolo,6113,2016,Tourism & Recreation,All Industries,,,,
ENOW,California,Yolo,6113,2016,Transportation,All Industries,22,2057,91619726,130206400
ENOW,California,Yolo,6113,2015,Construction,All Industries,,,,
ENOW,California,Yolo,6113,2015,Living Resources,All Industries,,,,
ENOW,California,Yolo,6113,2015,Minerals,All Industries,,,,
ENOW,California,Yolo,6113,2015,Ship & Boat Building,All Industries,,,,
ENOW,California,Yolo,6113,2015,Tourism & Recreation,All Industries,,,,
ENOW,California,Yolo,6113,2015,Transportation,All Industries,22,1901,89075039,123633608
ENOW,California,Yolo,6113,2014,Construction,All Industries,3,36,2696343,4558351
ENOW,California,Yolo,6113,2014,Living Resources,All Industries,,,,
ENOW,California,Yolo,6113,2014,Minerals,All Industries,12,36,3011668,10236002
ENOW,California,Yolo,6113,2014,Ship & Boat Building,All Industries,,,,
ENOW,California,Yolo,6113,2014,Tourism & Recreation,All Industries,,,,
ENOW,California,Yolo,6113,2014,Transportation,All Industries,24,1858,88308563,130797989
ENOW,California,Yolo,6113,2013,Construction,All Industries,,,,
ENOW,California,Yolo,6113,2013,Living Resources,All Industries,,,,
ENOW,California,Yolo,6113,2013,Minerals,All Industries,,,,
ENOW,California,Yolo,6113,2013,Ship & Boat Building,All Industries,,,,
ENOW,California,Yolo,6113,2013,Tourism & Recreation,All Industries,,,,
ENOW,California,Yolo,6113,2013,Transportation,All Industries,25,1992,92310007,137627301
ENOW,California,Yolo,6113,2012,Construction,All Industries,,,,
ENOW,California,Yolo,6113,2012,Living Resources,All Industries,,,,
ENOW,California,Yolo,6113,2012,Minerals,All Industries,,,,
ENOW,California,Yolo,6113,2012,Ship & Boat Building,All Industries,,,,
ENOW,California,Yolo,6113,2012,Tourism & Recreation,All Industries,,,,
ENOW,California,Yolo,6113,2012,Transportation,All Industries,23,1995,90396454,132512153
ENOW,California,Yolo,6113,2011,Construction,All Industries,,,,
ENOW,California,Yolo,6113,2011,Living Resources,All Industries,,,,
ENOW,California,Yolo,6113,2011,Minerals,All Industries,,,,
ENOW,California,Yolo,6113,2011,Ship & Boat Building,All Industries,,,,
ENOW,California,Yolo,6113,2011,Tourism & Recreation,All Industries,,,,
ENOW,California,Yolo,6113,2011,Transportation,All Industries,24,2100,94000368,131089474
ENOW,California,Yolo,6113,2010,Construction,All Industries,,,,
ENOW,California,Yolo,6113,2010,Living Resources,All Industries,,,,
ENOW,California,Yolo,6113,2010,Minerals,All Industries,13,130,8104539,14872589
ENOW,California,Yolo,6113,2010,Ship & Boat Building,All Industries,,,,
ENOW,California,Yolo,6113,2010,Tourism & Recreation,All Industries,,,,
ENOW,California,Yolo,6113,2010,Transportation,All Industries,27,2093,99340622,133125253
ENOW,California,Yolo,6113,2009,Construction,All Industries,,,,
ENOW,California,Yolo,6113,2009,Living Resources,All Industries,,,,
ENOW,California,Yolo,6113,2009,Minerals,All Industries,13,121,7001423,12536564
ENOW,California,Yolo,6113,2009,Ship & Boat Building,All Industries,,,,
ENOW,California,Yolo,6113,2009,Tourism & Recreation,All Industries,,,,
ENOW,California,Yolo,6113,2009,Transportation,All Industries,29,2237,103899930,134694193
ENOW,California,Yolo,6113,2008,Construction,All Industries,,,,
ENOW,California,Yolo,6113,2008,Living Resources,All Industries,,,,
ENOW,California,Yolo,6113,2008,Minerals,All Industries,15,167,13595623,25864768
ENOW,California,Yolo,6113,2008,Ship & Boat Building,All Industries,,,,
ENOW,California,Yolo,6113,2008,Tourism & Recreation,All Industries,,,,
ENOW,California,Yolo,6113,2008,Transportation,All Industries,29,2509,113855521,149738643
ENOW,California,Yolo,6113,2007,Construction,All Industries,,,,
ENOW,California,Yolo,6113,2007,Living Resources,All Industries,,,,
ENOW,California,Yolo,6113,2007,Minerals,All Industries,15,143,10555957,20654407
ENOW,California,Yolo,6113,2007,Ship & Boat Building,All Industries,,,,
ENOW,California,Yolo,6113,2007,Tourism & Recreation,All Industries,,,,
ENOW,California,Yolo,6113,2007,Transportation,All Industries,32,2629,119712810,151416752
ENOW,California,Yolo,6113,2006,Construction,All Industries,,,,
ENOW,California,Yolo,6113,2006,Living Resources,All Industries,,,,
ENOW,California,Yolo,6113,2006,Minerals,All Industries,,,,
ENOW,California,Yolo,6113,2006,Ship & Boat Building,All Industries,,,,
ENOW,California,Yolo,6113,2006,Tourism & Recreation,All Industries,,,,
ENOW,California,Yolo,6113,2006,Transportation,All Industries,31,2769,121554150,168188323
ENOW,California,Yolo,6113,2005,Construction,All Industries,,,,
ENOW,California,Yolo,6113,2005,Living Resources,All Industries,,,,
ENOW,California,Yolo,6113,2005,Minerals,All Industries,,,,
ENOW,California,Yolo,6113,2005,Ship & Boat Building,All Industries,,,,
ENOW,California,Yolo,6113,2005,Tourism & Recreation,All Industries,,,,
ENOW,California,Yolo,6113,2005,Transportation,All Industries,30,2648,117734802,158148302
ENOW,Alaska,Yakutat City and Borough,2282,2019,Construction,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2019,Living Resources,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2019,Minerals,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2019,Ship & Boat Building,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2019,Tourism & Recreation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2019,Transportation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2018,Construction,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2018,Living Resources,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2018,Minerals,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2018,Ship & Boat Building,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2018,Tourism & Recreation,All Industries,8,32,853224,1681130
ENOW,Alaska,Yakutat City and Borough,2282,2018,Transportation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2017,Construction,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2017,Living Resources,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2017,Minerals,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2017,Ship & Boat Building,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2017,Tourism & Recreation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2017,Transportation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2016,Construction,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2016,Living Resources,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2016,Minerals,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2016,Ship & Boat Building,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2016,Tourism & Recreation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2016,Transportation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2015,Construction,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2015,Living Resources,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2015,Minerals,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2015,Ship & Boat Building,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2015,Tourism & Recreation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2015,Transportation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2014,Construction,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2014,Living Resources,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2014,Minerals,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2014,Ship & Boat Building,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2014,Tourism & Recreation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2014,Transportation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2013,Construction,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2013,Living Resources,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2013,Minerals,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2013,Ship & Boat Building,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2013,Tourism & Recreation,All Industries,8,31,776607,1782714
ENOW,Alaska,Yakutat City and Borough,2282,2013,Transportation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2012,Construction,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2012,Living Resources,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2012,Minerals,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2012,Ship & Boat Building,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2012,Tourism & Recreation,All Industries,7,28,672157,1507620
ENOW,Alaska,Yakutat City and Borough,2282,2012,Transportation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2011,Construction,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2011,Living Resources,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2011,Minerals,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2011,Ship & Boat Building,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2011,Tourism & Recreation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2011,Transportation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2010,Construction,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2010,Living Resources,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2010,Minerals,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2010,Ship & Boat Building,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2010,Tourism & Recreation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2010,Transportation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2009,Construction,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2009,Living Resources,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2009,Minerals,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2009,Ship & Boat Building,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2009,Tourism & Recreation,All Industries,9,42,1250286,1351604
ENOW,Alaska,Yakutat City and Borough,2282,2009,Transportation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2008,Construction,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2008,Living Resources,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2008,Minerals,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2008,Ship & Boat Building,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2008,Tourism & Recreation,All Industries,9,2,102506,1853588
ENOW,Alaska,Yakutat City and Borough,2282,2008,Transportation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2007,Construction,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2007,Living Resources,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2007,Minerals,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2007,Ship & Boat Building,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2007,Tourism & Recreation,All Industries,10,2,144208,1958502
ENOW,Alaska,Yakutat City and Borough,2282,2007,Transportation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2006,Construction,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2006,Living Resources,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2006,Minerals,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2006,Ship & Boat Building,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2006,Tourism & Recreation,All Industries,9,47,1823601,2186074
ENOW,Alaska,Yakutat City and Borough,2282,2006,Transportation,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2005,Construction,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2005,Living Resources,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2005,Minerals,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2005,Ship & Boat Building,All Industries,,,,
ENOW,Alaska,Yakutat City and Borough,2282,2005,Tourism & Recreation,All Industries,9,47,1486826,1807560
ENOW,Alaska,Yakutat City and Borough,2282,2005,Transportation,All Industries,,,,
