"","PortID","PortName","allCntImpValyr","allCntImpYr","time","Year","State","PortNameTiCase","County_GEOID","CountyName"
"172","3201","HONOLULU, HI",477277166,156524859,"2013-12","2013"," HI","Honolulu","15003","Honolulu"
"173","3202","HILO, HI",315750,132414,"2013-12","2013"," HI","Hilo","15001","Hawaii"
"174","3203","KAHULUI, HI",116894,14112,"2013-12","2013"," HI","Kahului","15009","Maui"
"175","3206","KONA, HI",457416,74309,"2013-12","2013"," HI","Kona","15001","Hawaii"
"176","1301","ANNAPOLIS, MD",10999898,1043350,"2014-12","2014"," MD","Annapolis","24003","Anne Arundel"
"177","1302","CAMBRIDGE, MD",4759577,253057,"2014-12","2014"," MD","Cambridge","24019","Dorchester"
"178","1303","BALTIMORE, MD",16264787393,4015688113,"2014-12","2014"," MD","Baltimore","24005","Baltimore"
"179","1401","NORFOLK-NEWPORT NEWS, VA",38818363861,7668399704,"2014-12","2014"," VA","Norfolk-Newport News","51811","Virginia Beach"
"180","1404","RICHMOND-PETERSBURG, VA",26669103,61629206,"2014-12","2014"," VA","Richmond-Petersburg","51812","Virginia Beach"
"181","1409","CHARLESTON, WV",0,0,"2014-12","2014"," WV","Charleston","51813","Virginia Beach"
"182","1410","FRONT ROYAL, VA",0,0,"2014-12","2014"," VA","Front Royal","51187","Warren"
"183","1501","WILMINGTON, NC",4135978073,1112678636,"2014-12","2014"," NC","Wilmington","37129","New Hanover"
"184","1502","WINSTON-SALEM, NC",0,0,"2014-12","2014"," NC","Winston-Salem","37067","Forsyth"
"185","1503","DURHAM, NC",0,0,"2014-12","2014"," NC","Durham","37183","Wake"
"186","1511","BEAUFORT-MOREHEAD CITY, NC",235874216,137242223,"2014-12","2014"," NC","Beaufort-Morehead Cty","37031","Carteret"
"187","1512","CHARLOTTE, NC",0,0,"2014-12","2014"," NC","Charlotte","45091","York"
"188","1601","CHARLESTON, SC",41918410664,6177163013,"2014-12","2014"," SC","Charleston","45019","Charleston"
"189","1602","GEORGETOWN, SC",791458,79922,"2014-12","2014"," SC","Georgetown","45043","Georgetown"
"190","1604","COLUMBIA, SC",0,0,"2014-12","2014"," SC","Columbia","45079","Richland"
"191","1701","BRUNSWICK, GA",382911618,26910396,"2014-12","2014"," GA","Brunswick","13127","Glynn"
"192","1703","SAVANNAH, GA",48344594669,9921873735,"2014-12","2014"," GA","Savannah","13103","Effingham"
"193","1704","ATLANTA, GA",0,0,"2014-12","2014"," GA","Atlanta","13067","Cobb"
"194","1801","TAMPA, FL",537014463,321673499,"2014-12","2014"," FL","Tampa","12057","Hillsborough"
"195","1803","JACKSONVILLE, FL",4795479971,1330542940,"2014-12","2014"," FL","Jacksonville","12089","Nassau"
"196","1805","FERNANDINA, FL",1170375,394264,"2014-12","2014"," FL","Fernandina Beach","12089","Nassau"
"197","1808","ORLANDO, FL",0,0,"2014-12","2014"," FL","Orlando","12097","Osceola"
"198","1814","ST. PETERSBURG, FL",300643,119568,"2014-12","2014"," FL","St. Petersburg","12057","Hillsborough"
"199","1816","PORT CANAVERAL, FL",2606061,6447013,"2014-12","2014"," FL","Port Canaveral","12009","Brevard"
"200","1818","PANAMA CITY, FL",710912442,125133734,"2014-12","2014"," FL","Panama City","12005","Bay"
"201","1819","PENSACOLA, FL",4716889,2050035,"2014-12","2014"," FL","Pensacola","12113","Santa Rosa"
"202","1821","PORT MANATEE, FL",162549833,311952196,"2014-12","2014"," FL","Port Manatee","12081","Manatee"
"203","1901","MOBILE, AL",2837626583,998538874,"2014-12","2014"," AL","Mobile","01003","Baldwin"
"204","1902","GULFPORT, MS",1278096672,1035651094,"2014-12","2014"," MS","Gulfport","28047","Harrison"
"205","1903","PASCAGOULA, MS",2347009,130238,"2014-12","2014"," MS","Pascagoula","28059","Jackson"
"206","1904","BIRMINGHAM, AL",0,0,"2014-12","2014"," AL","Birmingham","01073","Jefferson"
"207","1910","HUNTSVILLE, AL",0,0,"2014-12","2014"," AL","Huntsville","01103","Morgan"
"208","2001","MORGAN CITY, LA",14607430,2646616,"2014-12","2014"," LA","Morgan City","22101","St. Mary"
"209","2002","NEW ORLEANS, LA",5471952710,3686465109,"2014-12","2014"," LA","New Orleans","22071","Orleans"
"210","2004","BATON ROUGE, LA",395248131,529324590,"2014-12","2014"," LA","Baton Rouge","22121","West Baton Rouge"
"211","2010","GRAMERCY, LA",137271620,313465599,"2014-12","2014"," LA","Gramercy","22093","St. James"
"212","2011","GREENVILLE, MS",9469,3188,"2014-12","2014"," MS","Greenville","05017","Chicot"
"213","2015","VICKSBURG, MS",8908,132,"2014-12","2014"," MS","Vicksburg","22065","Madison"
"214","2017","LAKE CHARLES, LA",28252871,15885299,"2014-12","2014"," LA","Lake Charles","22019","Calcasieu"
"215","2018","SHREVEPORT-BOSSIER CITY, LA",0,0,"2014-12","2014"," LA","Shreveport/Bossier City","22017","Caddo "
"216","2101","PORT ARTHUR, TX",201782624,291040733,"2014-12","2014"," TX","Port Arthur","22023","Cameron"
"217","2103","ORANGE, TX",0,0,"2014-12","2014"," TX","Orange","48361","Orange"
"218","2104","BEAUMONT, TX",228959318,320597688,"2014-12","2014"," TX","Beaumont","48199","Hardin"
"219","2501","SAN DIEGO, CA",310967237,495979204,"2014-12","2014"," CA","San Diego","06073","San Diego"
"220","2704","LOS ANGELES, CA",222370305176,36467118919,"2014-12","2014"," CA","Los Angeles","06037","Los Angeles"
"221","2709","LONG BEACH, CA",59809081663,9826682627,"2014-12","2014"," CA","Long Beach","06059","Orange"
"222","2712","VENTURA, CA",7920,3664,"2014-12","2014"," CA","Ventura","06111","Ventura"
"223","2713","PORT HUENEME, CA",517196390,401584775,"2014-12","2014"," CA","Port Hueneme","06111","Ventura"
"224","2719","MORRO BAY, CA",44146,3141,"2014-12","2014"," CA","Morro Bay","06079","San Luis Obispo"
"225","2802","EUREKA, CA",1317957,140205,"2014-12","2014"," CA","Eureka","06023","Humboldt"
"226","2805","MONTEREY, CA",0,0,"2014-12","2014"," CA","Monterey","06053","Monterey"
"227","2809","SAN FRANCISCO, CA",781291957,132049731,"2014-12","2014"," CA","San Francisco","06081","San Mateo"
"228","2810","STOCKTON, CA",81387524,97142923,"2014-12","2014"," CA","Stockton","06077","San Joaquin"
"229","2811","OAKLAND, CA",27323758429,6268049524,"2014-12","2014"," CA","Oakland","06001","Alameda"
"230","2812","RICHMOND, CA",297645162,269439720,"2014-12","2014"," CA","Richmond","06001","Alameda"
"231","2815","CROCKETT, CA",4072052,9446530,"2014-12","2014"," CA","Crockett","06013","Contra Costa"
"232","2820","MARTINEZ, CA",0,0,"2014-12","2014"," CA","Martinez","06013","Contra Costa"
"233","2821","REDWOOD CITY, CA",0,0,"2014-12","2014"," CA","Redwood City","06081","San Mateo"
"234","2827","SELBY, CA",0,0,"2014-12","2014"," CA","Selby","06013","Contra Costa"
"235","2829","SAN PABLO BAY, CA",790944,712604,"2014-12","2014"," CA","San Pablo Bay","06013","Contra Costa"
"236","2830","CARQUINEZ STRAIT, CA",10143,1,"2014-12","2014"," CA","Carquinez Strait","06013","Contra Costa"
"237","2901","ASTORIA, OR",3042768,183021,"2014-12","2014"," OR","Astoria","41007","Clatsop"
"238","2902","NEWPORT, OR",4413,1724,"2014-12","2014"," OR","Newport","41041","Lincoln"
"239","2903","COOS BAY, OR",0,0,"2014-12","2014"," OR","Coos Bay","41011","Coos"
"240","2904","PORTLAND, OR",1958731429,1000182656,"2014-12","2014"," OR","Portland","41067","Washington"
"241","2905","LONGVIEW, WA",12979007,401603,"2014-12","2014"," WA","Longview","53015","Cowlitz"
"242","2908","VANCOUVER, WA",97834628,35462661,"2014-12","2014"," WA","Vancouver","53011","Clark"
"243","2909","KALAMA, WA",1105126,332028,"2014-12","2014"," WA","Kalama","53015","Cowlitz"
"244","3001","SEATTLE, WA",13496299233,3493072869,"2014-12","2014"," WA","Seattle","53035","Kitsap"
"245","3002","TACOMA, WA",35973974672,5142596200,"2014-12","2014"," WA","Tacoma","53053","Pierce"
"246","3003","ABERDEEN-HOQUIAM, WA",21354572,37105488,"2014-12","2014"," WA","Aberdeen","53027","Grays Harbor"
"247","3004","BLAINE, WA",13498125,1028098,"2014-12","2014"," WA","Blaine","53073","Whatcom"
"248","3005","BELLINGHAM, WA",1707498,699326,"2014-12","2014"," WA","Bellingham","53073","Whatcom"
"249","3006","EVERETT, WA",1334928607,6543721,"2014-12","2014"," WA","Everett","53061","Snohomish"
"250","3007","PORT ANGELES, WA",39494,2417,"2014-12","2014"," WA","Port Angeles","53009","Clallam"
"251","3008","PORT TOWNSEND, WA",922440,67804,"2014-12","2014"," WA","Port Townsend","53031","Jefferson"
"252","3009","SUMAS, WA",0,0,"2014-12","2014"," WA","Sumas","53073","Whatcom"
"253","3010","ANACORTES, WA",275324,1622678,"2014-12","2014"," WA","Anacortes","53057","Skagit"
"254","3014","FRIDAY HARBOR, WA",154083,98438,"2014-12","2014"," WA","Friday Harbor","53055","San Juan"
"255","3023","LYNDEN, WA",0,0,"2014-12","2014"," WA","Lynden","53073","Whatcom"
"256","3026","OLYMPIA, WA",99647,25382,"2014-12","2014"," WA","Olympia","53067","Thurston"
"257","3101","JUNEAU, AK",69612,19375,"2014-12","2014"," AK","Juneau","02105","Hoonah-Angoon"
"258","3102","KETCHIKAN, AK",0,0,"2014-12","2014"," AK","Ketchikan","02130","Ketchikan Gateway"
"259","3103","SKAGWAY, AK",0,0,"2014-12","2014"," AK","Skagway","02230","Skagway"
"260","3105","WRANGELL, AK",0,0,"2014-12","2014"," AK","Wrangell","02275","Wrangell"
"261","3111","FAIRBANKS, AK",0,0,"2014-12","2014"," AK","Fairbanks","02090","Fairbanks North Star"
